date,commodity,expiry,strike,call_put,settle_price,volume,open_interest,oi_change,delta,implied_vol_pct,black76_price,futures_price,underlying_fut,dte,time_to_expiry_yrs
2026-04-02,KC,JUL26,295.0000,C,15.7700,1,106,1,0.4840,36.1900,15.7794,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,295.0000,P,21.3400,0,2000,0,0.5157,36.1900,21.3306,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,297.5000,C,14.7600,0,24,0,0.4628,36.2100,14.7753,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,297.5000,P,22.8200,0,2,0,0.5369,36.2100,22.8047,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,300.0000,C,13.8100,6,3049,4,0.4420,36.2500,13.8262,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,300.0000,P,24.3500,0,1454,0,0.5577,36.2500,24.3338,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,302.5000,C,12.9100,0,13,0,0.4216,36.3000,12.9321,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,302.5000,P,25.9400,0,15,0,0.5782,36.3000,25.9179,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,305.0000,C,12.0600,0,84,0,0.4016,36.3500,12.0880,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,305.0000,P,27.5800,0,4,0,0.5982,36.3500,27.5520,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,307.5000,C,11.2500,12,66,11,0.3821,36.3900,11.2839,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,307.5000,P,29.2600,0,21,0,0.6178,36.3900,29.2261,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,310.0000,C,10.4900,5,722,2,0.3631,36.4300,10.5247,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,310.0000,P,30.9800,0,292,0,0.6370,36.4300,30.9452,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,312.5000,C,9.7800,0,150,0,0.3447,36.4100,9.7800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,315.0000,C,9.1000,8,463,-3,0.3268,36.5400,9.1465,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,315.0000,P,34.5700,0,223,0,0.6737,36.5400,34.5234,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,317.5000,C,8.4700,0,45,0,0.3095,36.6000,8.5174,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,317.5000,P,36.4200,0,2,0,0.6912,36.6000,36.3725,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,320.0000,C,7.8800,4,2200,0,0.2928,36.6700,7.9333,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,320.0000,P,38.3200,0,552,0,0.7081,36.6700,38.2666,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,322.5000,C,7.3200,0,11,0,0.2767,36.5900,7.3200,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,325.0000,C,6.8000,1,729,0,0.2612,36.8000,6.8601,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,325.0000,P,42.2100,0,51,0,0.7402,36.8000,42.1498,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,327.5000,C,6.3100,0,20,0,0.2464,36.7000,6.3100,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,330.0000,C,5.8600,0,1142,0,0.2324,36.9700,5.9368,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,330.0000,P,46.2600,0,261,0,0.7696,36.9700,46.1830,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,332.5000,C,5.4400,0,13,0,0.2190,37.0600,5.5226,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,332.5000,P,48.3300,0,12,0,0.7833,37.0600,48.2470,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,335.0000,C,5.0600,2,870,-2,0.2063,37.1800,5.1435,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,335.0000,P,50.4300,0,1,0,0.7963,37.1800,50.3461,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,337.5000,C,4.6900,0,17,0,0.1941,37.0100,4.6900,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,340.0000,C,4.3600,1,1439,0,0.1826,37.4100,4.4601,289.4000,JUL26,71,0.1945
